movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#title.kind_id,=,2,title.series_years,>=,1340,title.production_year,<=,2004.0#11637
movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#title.phonetic_code,=,16773,title.kind_id,=,1,movie_companies.company_type_id,=,1,movie_info_idx.info_type_id,=,101#383
movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#title.kind_id,=,4,title.phonetic_code,<=,16924,title.production_year,>=,1987.0,movie_companies.company_type_id,=,1#79017
movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#title.production_year,<=,2012.0,title.season_nr,=,2.0,title.episode_nr,>=,8.0,title.phonetic_code,>=,12167,movie_info_idx.info_type_id,=,101,movie_companies.company_type_id,=,1#6167
movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#title.production_year,>=,1983.0,title.episode_nr,<=,22.0,title.season_nr,>=,7.0#91761
movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#title.production_year,>=,1956.0,title.kind_id,=,1,movie_companies.company_type_id,=,2,movie_info_idx.info_type_id,=,101#266208
movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#title.production_year,<=,2002.0,title.kind_id,=,1,title.phonetic_code,<=,18965,movie_companies.company_type_id,=,1,movie_info_idx.info_type_id,=,101#293277
movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#title.phonetic_code,<=,7354,title.kind_id,=,1,title.production_year,<=,1917.0,movie_info_idx.info_type_id,=,100,movie_companies.company_type_id,=,1#3014
movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#movie_companies.company_type_id,=,1,title.production_year,=,2005.0,title.phonetic_code,>=,1345,title.kind_id,=,1#37797
movie_companies movie_companies,movie_info_idx movie_info_idx,title title#title.id=movie_companies.movie_id,title.id=movie_info_idx.movie_id#movie_companies.company_type_id,=,1,title.kind_id,=,1,title.phonetic_code,<=,5574,movie_info_idx.info_type_id,=,99#154286
